run_id,stage,design_id,manifest_row,model_id,provider,language,story_id,target_mode,repetition,ok,profile_entropy
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,116,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,7,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,117,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,8,True,0.998305527
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,118,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,9,True,0.997492191
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,119,anthropic/claude-haiku-4.5,openrouter,en,T3,character_side,10,True,0.998200241
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,120,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,1,True,0.72996721
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,121,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,2,True,0.499505135
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,122,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,3,True,0.592808082
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,123,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,4,True,0.49553803
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,124,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,5,True,0.74861216
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,125,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,6,True,0.49815826
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,126,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,7,True,0.761355978
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,127,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,8,True,0.499422768
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,128,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,9,True,0.74861216
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,129,deepseek/deepseek-v3.2,openrouter,en,T1,reader_side,10,True,0.479355941
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,130,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,1,True,0.74861216
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,131,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,2,True,0.472830152
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,132,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,3,True,0.735868717
